,datetime,close,open,high,low
985,2019-06-03T22:00:00.000000000Z,1.12454,1.1244,1.12466,1.12438
986,2019-06-03T23:00:00.000000000Z,1.12457,1.12456,1.12478,1.1244
987,2019-06-04T00:00:00.000000000Z,1.12501,1.12454,1.12552,1.12447
988,2019-06-04T01:00:00.000000000Z,1.12478,1.12504,1.12506,1.12443
989,2019-06-04T02:00:00.000000000Z,1.12534,1.12475,1.1254,1.12457
990,2019-06-04T03:00:00.000000000Z,1.12535,1.12532,1.12538,1.12518
991,2019-06-04T04:00:00.000000000Z,1.1247,1.12538,1.12577,1.12454
992,2019-06-04T05:00:00.000000000Z,1.12536,1.12467,1.12552,1.12458
993,2019-06-04T06:00:00.000000000Z,1.12644,1.12536,1.12707,1.12475
994,2019-06-04T07:00:00.000000000Z,1.12626,1.12646,1.12774,1.12612
995,2019-06-04T08:00:00.000000000Z,1.1248,1.1263,1.12638,1.12432
996,2019-06-04T09:00:00.000000000Z,1.12481,1.12482,1.12523,1.12406
997,2019-06-04T10:00:00.000000000Z,1.12588,1.12484,1.12592,1.12431
998,2019-06-04T11:00:00.000000000Z,1.12538,1.12586,1.12636,1.12525
999,2019-06-04T12:00:00.000000000Z,1.12351,1.1254,1.12543,1.12316
1000,2019-06-04T13:00:00.000000000Z,1.12476,1.12348,1.12667,1.12265
1001,2019-06-04T14:00:00.000000000Z,1.12322,1.12474,1.12534,1.12287
1002,2019-06-04T15:00:00.000000000Z,1.12368,1.12324,1.12426,1.12314
1003,2019-06-04T16:00:00.000000000Z,1.12446,1.12366,1.12467,1.12324
1004,2019-06-04T17:00:00.000000000Z,1.1259,1.12448,1.12605,1.12427
1005,2019-06-04T18:00:00.000000000Z,1.12588,1.12588,1.12666,1.12545
1006,2019-06-04T19:00:00.000000000Z,1.12572,1.12591,1.12646,1.12552
1007,2019-06-04T20:00:00.000000000Z,1.1252,1.1257,1.12572,1.12517
1008,2019-06-04T21:00:00.000000000Z,1.12536,1.12514,1.12544,1.12511
1009,2019-06-04T22:00:00.000000000Z,1.12526,1.12539,1.1254,1.12508
1010,2019-06-04T23:00:00.000000000Z,1.12538,1.12528,1.12564,1.12521
1011,2019-06-05T00:00:00.000000000Z,1.12581,1.1254,1.12612,1.12532
1012,2019-06-05T01:00:00.000000000Z,1.12634,1.12579,1.12644,1.12564
1013,2019-06-05T02:00:00.000000000Z,1.12613,1.12631,1.12656,1.12612
1014,2019-06-05T03:00:00.000000000Z,1.12616,1.1261,1.12627,1.12591
1015,2019-06-05T04:00:00.000000000Z,1.12604,1.12618,1.12628,1.12593
1016,2019-06-05T05:00:00.000000000Z,1.12638,1.12606,1.12657,1.12604
1017,2019-06-05T06:00:00.000000000Z,1.12606,1.12638,1.12728,1.12578
1018,2019-06-05T07:00:00.000000000Z,1.1267,1.12604,1.12685,1.12572
1019,2019-06-05T08:00:00.000000000Z,1.1279,1.12673,1.12844,1.12646
1020,2019-06-05T09:00:00.000000000Z,1.12834,1.12788,1.12887,1.1277
1021,2019-06-05T10:00:00.000000000Z,1.1261,1.12836,1.1286,1.12571
1022,2019-06-05T11:00:00.000000000Z,1.12558,1.12608,1.1265,1.12524
1023,2019-06-05T12:00:00.000000000Z,1.12929,1.12561,1.13068,1.12532
1024,2019-06-05T13:00:00.000000000Z,1.12742,1.12927,1.12964,1.12701
1025,2019-06-05T14:00:00.000000000Z,1.12622,1.1274,1.1274,1.12567
1026,2019-06-05T15:00:00.000000000Z,1.12424,1.12624,1.12631,1.12405
1027,2019-06-05T16:00:00.000000000Z,1.12353,1.12421,1.12421,1.12312
1028,2019-06-05T17:00:00.000000000Z,1.12336,1.12356,1.12363,1.12313
1029,2019-06-05T18:00:00.000000000Z,1.12262,1.12334,1.1234,1.12198
1030,2019-06-05T19:00:00.000000000Z,1.12244,1.1226,1.12306,1.1221
1031,2019-06-05T20:00:00.000000000Z,1.1221,1.12246,1.12258,1.12202
1032,2019-06-05T21:00:00.000000000Z,1.12268,1.1222,1.12284,1.1222
1033,2019-06-05T22:00:00.000000000Z,1.12284,1.12265,1.12308,1.12255
1034,2019-06-05T23:00:00.000000000Z,1.12288,1.12282,1.12313,1.12282
1035,2019-06-06T00:00:00.000000000Z,1.1227,1.12286,1.12324,1.12266
1036,2019-06-06T01:00:00.000000000Z,1.12252,1.12273,1.12291,1.1224
1037,2019-06-06T02:00:00.000000000Z,1.12272,1.12254,1.12274,1.12242
1038,2019-06-06T03:00:00.000000000Z,1.12304,1.12268,1.12312,1.12266
1039,2019-06-06T04:00:00.000000000Z,1.12328,1.12302,1.12328,1.12298
1040,2019-06-06T05:00:00.000000000Z,1.12338,1.12326,1.12342,1.12303
1041,2019-06-06T06:00:00.000000000Z,1.12285,1.12338,1.12358,1.12229
1042,2019-06-06T07:00:00.000000000Z,1.12326,1.12283,1.12348,1.12228
1043,2019-06-06T08:00:00.000000000Z,1.12394,1.12324,1.12425,1.12322
1044,2019-06-06T09:00:00.000000000Z,1.1237,1.12392,1.12395,1.12324
1045,2019-06-06T10:00:00.000000000Z,1.12346,1.12368,1.12396,1.12312
1046,2019-06-06T11:00:00.000000000Z,1.12644,1.12344,1.12724,1.12018
1047,2019-06-06T12:00:00.000000000Z,1.12862,1.12646,1.1309,1.12598
1048,2019-06-06T13:00:00.000000000Z,1.1255,1.12865,1.12962,1.12444
1049,2019-06-06T14:00:00.000000000Z,1.12807,1.12547,1.12834,1.12547
1050,2019-06-06T15:00:00.000000000Z,1.1294,1.1281,1.13,1.128
1051,2019-06-06T16:00:00.000000000Z,1.12935,1.12938,1.13002,1.12826
1052,2019-06-06T17:00:00.000000000Z,1.12876,1.12938,1.12947,1.12868
1053,2019-06-06T18:00:00.000000000Z,1.12732,1.12878,1.12888,1.12675
1054,2019-06-06T19:00:00.000000000Z,1.12746,1.1273,1.1282,1.12728
1055,2019-06-06T20:00:00.000000000Z,1.12754,1.12749,1.12757,1.12684
1056,2019-06-06T21:00:00.000000000Z,1.12772,1.1278,1.128,1.12736
1057,2019-06-06T22:00:00.000000000Z,1.12774,1.1277,1.12794,1.12764
1058,2019-06-06T23:00:00.000000000Z,1.12758,1.12772,1.12791,1.12756
1059,2019-06-07T00:00:00.000000000Z,1.12748,1.12756,1.12764,1.12724
1060,2019-06-07T01:00:00.000000000Z,1.1275,1.12746,1.12754,1.1271
1061,2019-06-07T02:00:00.000000000Z,1.12686,1.12747,1.1275,1.1268
1062,2019-06-07T03:00:00.000000000Z,1.1267,1.12688,1.127,1.12662
1063,2019-06-07T04:00:00.000000000Z,1.12671,1.12672,1.12684,1.12666
1064,2019-06-07T05:00:00.000000000Z,1.12644,1.12668,1.12674,1.12638
1065,2019-06-07T06:00:00.000000000Z,1.12624,1.12644,1.12668,1.12566
1066,2019-06-07T07:00:00.000000000Z,1.12628,1.12622,1.12702,1.12598
1067,2019-06-07T08:00:00.000000000Z,1.12652,1.12625,1.12683,1.12576
1068,2019-06-07T09:00:00.000000000Z,1.12568,1.1265,1.12688,1.12568
1069,2019-06-07T10:00:00.000000000Z,1.12629,1.12566,1.1266,1.12514
1070,2019-06-07T11:00:00.000000000Z,1.12708,1.12627,1.12714,1.12622
1071,2019-06-07T12:00:00.000000000Z,1.1317,1.1271,1.13268,1.12697
1072,2019-06-07T13:00:00.000000000Z,1.13192,1.13172,1.13261,1.13078
1073,2019-06-07T14:00:00.000000000Z,1.13375,1.13194,1.13478,1.13162
1074,2019-06-07T15:00:00.000000000Z,1.13242,1.13378,1.13458,1.13234
1075,2019-06-07T16:00:00.000000000Z,1.13398,1.1324,1.13422,1.13237
1076,2019-06-07T17:00:00.000000000Z,1.13433,1.134,1.13436,1.1334
1077,2019-06-07T18:00:00.000000000Z,1.13393,1.13435,1.1344,1.13311
1078,2019-06-07T19:00:00.000000000Z,1.13334,1.13395,1.13395,1.13268
1079,2019-06-07T20:00:00.000000000Z,1.13333,1.13332,1.1337,1.13302
1080,2019-06-09T21:00:00.000000000Z,1.13282,1.13213,1.13282,1.132
1081,2019-06-09T22:00:00.000000000Z,1.13172,1.13286,1.13311,1.13172
1082,2019-06-09T23:00:00.000000000Z,1.13192,1.13174,1.13213,1.13146
1083,2019-06-10T00:00:00.000000000Z,1.13163,1.1319,1.13244,1.13163
1084,2019-06-10T01:00:00.000000000Z,1.13156,1.13165,1.13168,1.1311
1085,2019-06-10T02:00:00.000000000Z,1.13132,1.13153,1.13156,1.1311
1086,2019-06-10T03:00:00.000000000Z,1.1311,1.13134,1.13148,1.13106
1087,2019-06-10T04:00:00.000000000Z,1.1308,1.13112,1.13123,1.13066
1088,2019-06-10T05:00:00.000000000Z,1.13045,1.13082,1.13088,1.13026
1089,2019-06-10T06:00:00.000000000Z,1.13113,1.13045,1.13128,1.13036
1090,2019-06-10T07:00:00.000000000Z,1.12932,1.1311,1.1311,1.12901
1091,2019-06-10T08:00:00.000000000Z,1.12966,1.12934,1.13017,1.1292
1092,2019-06-10T09:00:00.000000000Z,1.13065,1.12964,1.13068,1.12956
1093,2019-06-10T10:00:00.000000000Z,1.1308,1.13063,1.13096,1.13047
1094,2019-06-10T11:00:00.000000000Z,1.12978,1.13078,1.13106,1.12974
1095,2019-06-10T12:00:00.000000000Z,1.13086,1.1298,1.13114,1.1298
1096,2019-06-10T13:00:00.000000000Z,1.13008,1.13088,1.13198,1.12998
1097,2019-06-10T14:00:00.000000000Z,1.1316,1.1301,1.13173,1.12908
1098,2019-06-10T15:00:00.000000000Z,1.131,1.13162,1.13198,1.13092
1099,2019-06-10T16:00:00.000000000Z,1.13163,1.13102,1.13176,1.13086
1100,2019-06-10T17:00:00.000000000Z,1.1314,1.1316,1.1318,1.13096
1101,2019-06-10T18:00:00.000000000Z,1.13153,1.13142,1.13244,1.13128
1102,2019-06-10T19:00:00.000000000Z,1.13178,1.13156,1.13192,1.13137
1103,2019-06-10T20:00:00.000000000Z,1.13116,1.13176,1.13185,1.13102
1104,2019-06-10T21:00:00.000000000Z,1.13133,1.13119,1.13143,1.131
1105,2019-06-10T22:00:00.000000000Z,1.13148,1.1313,1.1315,1.13128
1106,2019-06-10T23:00:00.000000000Z,1.13182,1.1315,1.13184,1.13148
1107,2019-06-11T00:00:00.000000000Z,1.13148,1.13184,1.13184,1.13091
1108,2019-06-11T01:00:00.000000000Z,1.1311,1.13151,1.13189,1.13085
1109,2019-06-11T02:00:00.000000000Z,1.13158,1.13106,1.13159,1.13076
1110,2019-06-11T03:00:00.000000000Z,1.1314,1.1316,1.13163,1.1313
1111,2019-06-11T04:00:00.000000000Z,1.13176,1.13143,1.13184,1.1312
1112,2019-06-11T05:00:00.000000000Z,1.13192,1.13174,1.13194,1.13143
1113,2019-06-11T06:00:00.000000000Z,1.1315,1.13192,1.13224,1.13134
1114,2019-06-11T07:00:00.000000000Z,1.1321,1.13152,1.13318,1.13146
1115,2019-06-11T08:00:00.000000000Z,1.13128,1.13207,1.1325,1.13118
1116,2019-06-11T09:00:00.000000000Z,1.13187,1.1313,1.13202,1.13128
1117,2019-06-11T10:00:00.000000000Z,1.13142,1.1319,1.1325,1.13134
1118,2019-06-11T11:00:00.000000000Z,1.13102,1.13144,1.13211,1.13038
1119,2019-06-11T12:00:00.000000000Z,1.13186,1.13099,1.13268,1.13013
1120,2019-06-11T13:00:00.000000000Z,1.13151,1.13188,1.13256,1.13127
1121,2019-06-11T14:00:00.000000000Z,1.13146,1.13153,1.1325,1.1311
1122,2019-06-11T15:00:00.000000000Z,1.13153,1.13144,1.1318,1.1309
1123,2019-06-11T16:00:00.000000000Z,1.13295,1.13156,1.13314,1.13142
1124,2019-06-11T17:00:00.000000000Z,1.13328,1.13298,1.13372,1.13259
1125,2019-06-11T18:00:00.000000000Z,1.13322,1.13324,1.13376,1.13312
1126,2019-06-11T19:00:00.000000000Z,1.13282,1.13324,1.13329,1.13264
1127,2019-06-11T20:00:00.000000000Z,1.1326,1.13285,1.13298,1.13248
1128,2019-06-11T21:00:00.000000000Z,1.13278,1.1327,1.13292,1.13265
1129,2019-06-11T22:00:00.000000000Z,1.1328,1.13276,1.13292,1.13268
1130,2019-06-11T23:00:00.000000000Z,1.13296,1.13282,1.133,1.13264
1131,2019-06-12T00:00:00.000000000Z,1.13293,1.13293,1.13321,1.1327
1132,2019-06-12T01:00:00.000000000Z,1.1329,1.13296,1.13341,1.13272
1133,2019-06-12T02:00:00.000000000Z,1.1328,1.13288,1.133,1.13262
1134,2019-06-12T03:00:00.000000000Z,1.13336,1.13283,1.13341,1.13283
1135,2019-06-12T04:00:00.000000000Z,1.13341,1.13334,1.13344,1.13311
1136,2019-06-12T05:00:00.000000000Z,1.13374,1.13339,1.13376,1.1331
1137,2019-06-12T06:00:00.000000000Z,1.13343,1.13374,1.13407,1.13326
1138,2019-06-12T07:00:00.000000000Z,1.13398,1.13341,1.13402,1.13294
1139,2019-06-12T08:00:00.000000000Z,1.1334,1.13395,1.13434,1.13324
1140,2019-06-12T09:00:00.000000000Z,1.13291,1.13344,1.13356,1.13244
1141,2019-06-12T10:00:00.000000000Z,1.13202,1.13293,1.13314,1.13122
1142,2019-06-12T11:00:00.000000000Z,1.13217,1.13199,1.13256,1.13151
1143,2019-06-12T12:00:00.000000000Z,1.13198,1.13219,1.13407,1.13143
1144,2019-06-12T13:00:00.000000000Z,1.13154,1.13196,1.13199,1.13074
1145,2019-06-12T14:00:00.000000000Z,1.13208,1.13151,1.1326,1.13132
1146,2019-06-12T15:00:00.000000000Z,1.13103,1.13205,1.1325,1.13086
1147,2019-06-12T16:00:00.000000000Z,1.12973,1.13101,1.13155,1.12893
1148,2019-06-12T17:00:00.000000000Z,1.12942,1.1297,1.12984,1.12913
1149,2019-06-12T18:00:00.000000000Z,1.12858,1.1294,1.12962,1.12825
1150,2019-06-12T19:00:00.000000000Z,1.12876,1.1286,1.12893,1.12842
1151,2019-06-12T20:00:00.000000000Z,1.12874,1.12874,1.12893,1.12854
1152,2019-06-12T21:00:00.000000000Z,1.12916,1.12878,1.12921,1.12877
1153,2019-06-12T22:00:00.000000000Z,1.12928,1.12914,1.12938,1.12914
1154,2019-06-12T23:00:00.000000000Z,1.12926,1.12926,1.12944,1.12923
1155,2019-06-13T00:00:00.000000000Z,1.12907,1.12924,1.12956,1.12906
1156,2019-06-13T01:00:00.000000000Z,1.12957,1.12909,1.12982,1.12882
1157,2019-06-13T02:00:00.000000000Z,1.12942,1.12954,1.12972,1.12934
1158,2019-06-13T03:00:00.000000000Z,1.12934,1.1294,1.1296,1.12914
1159,2019-06-13T04:00:00.000000000Z,1.1298,1.1293,1.1298,1.12914
1160,2019-06-13T05:00:00.000000000Z,1.1299,1.12978,1.13005,1.12962
1161,2019-06-13T06:00:00.000000000Z,1.12948,1.1299,1.13036,1.12864
1162,2019-06-13T07:00:00.000000000Z,1.12952,1.12951,1.13018,1.12924
1163,2019-06-13T08:00:00.000000000Z,1.12918,1.12949,1.13003,1.12918
1164,2019-06-13T09:00:00.000000000Z,1.12888,1.1292,1.12958,1.12872
1165,2019-06-13T10:00:00.000000000Z,1.12873,1.12891,1.1293,1.12842
1166,2019-06-13T11:00:00.000000000Z,1.12968,1.1287,1.12968,1.12852
1167,2019-06-13T12:00:00.000000000Z,1.12784,1.12966,1.12966,1.12737
1168,2019-06-13T13:00:00.000000000Z,1.12726,1.12787,1.12842,1.12716
1169,2019-06-13T14:00:00.000000000Z,1.12717,1.12723,1.12812,1.12686
1170,2019-06-13T15:00:00.000000000Z,1.12744,1.12714,1.12776,1.12705
1171,2019-06-13T16:00:00.000000000Z,1.12762,1.12747,1.12796,1.12734
1172,2019-06-13T17:00:00.000000000Z,1.12796,1.12764,1.12842,1.12752
1173,2019-06-13T18:00:00.000000000Z,1.12788,1.12798,1.1285,1.12764
1174,2019-06-13T19:00:00.000000000Z,1.12746,1.12791,1.12819,1.12732
1175,2019-06-13T20:00:00.000000000Z,1.12764,1.12744,1.12769,1.12732
1176,2019-06-13T21:00:00.000000000Z,1.1277,1.12772,1.12788,1.12758
1177,2019-06-13T22:00:00.000000000Z,1.12782,1.12768,1.1281,1.12763
1178,2019-06-13T23:00:00.000000000Z,1.12796,1.12779,1.12807,1.12776
1179,2019-06-14T00:00:00.000000000Z,1.12788,1.12793,1.12824,1.12786
1180,2019-06-14T01:00:00.000000000Z,1.12758,1.12786,1.12792,1.12736
1181,2019-06-14T02:00:00.000000000Z,1.12748,1.12754,1.12806,1.12746
1182,2019-06-14T03:00:00.000000000Z,1.1272,1.1275,1.12771,1.12703
1183,2019-06-14T04:00:00.000000000Z,1.12728,1.12718,1.12741,1.12708
1184,2019-06-14T05:00:00.000000000Z,1.12713,1.12726,1.1274,1.12697
1185,2019-06-14T06:00:00.000000000Z,1.12819,1.12713,1.12822,1.12706
1186,2019-06-14T07:00:00.000000000Z,1.12842,1.12817,1.12874,1.12746
1187,2019-06-14T08:00:00.000000000Z,1.12798,1.12844,1.12892,1.12778
1188,2019-06-14T09:00:00.000000000Z,1.12704,1.12796,1.12796,1.12602
1189,2019-06-14T10:00:00.000000000Z,1.12642,1.12701,1.12724,1.12618
1190,2019-06-14T11:00:00.000000000Z,1.12589,1.1264,1.12656,1.12518
1191,2019-06-14T12:00:00.000000000Z,1.12314,1.12592,1.12682,1.12313
1192,2019-06-14T13:00:00.000000000Z,1.1242,1.12316,1.12436,1.12316
1193,2019-06-14T14:00:00.000000000Z,1.12254,1.12422,1.12459,1.12222
1194,2019-06-14T15:00:00.000000000Z,1.12168,1.12252,1.12278,1.12136
1195,2019-06-14T16:00:00.000000000Z,1.12085,1.12171,1.12176,1.12062
1196,2019-06-14T17:00:00.000000000Z,1.121,1.12087,1.12119,1.12025
1197,2019-06-14T18:00:00.000000000Z,1.12068,1.12102,1.1214,1.12068
1198,2019-06-14T19:00:00.000000000Z,1.12074,1.12071,1.12134,1.12071
1199,2019-06-14T20:00:00.000000000Z,1.12096,1.12071,1.12126,1.12056
1200,2019-06-16T21:00:00.000000000Z,1.12108,1.12108,1.12132,1.12098
1201,2019-06-16T22:00:00.000000000Z,1.12147,1.12112,1.12157,1.12108
1202,2019-06-16T23:00:00.000000000Z,1.12158,1.12149,1.12173,1.12142
1203,2019-06-17T00:00:00.000000000Z,1.12192,1.1216,1.12217,1.12158
1204,2019-06-17T01:00:00.000000000Z,1.12236,1.1219,1.12236,1.12174
1205,2019-06-17T02:00:00.000000000Z,1.12198,1.1224,1.1224,1.12198
1206,2019-06-17T03:00:00.000000000Z,1.12203,1.122,1.1221,1.12192
1207,2019-06-17T04:00:00.000000000Z,1.12167,1.12206,1.12206,1.12137
1208,2019-06-17T05:00:00.000000000Z,1.12164,1.12164,1.12176,1.12138
1209,2019-06-17T06:00:00.000000000Z,1.12099,1.12164,1.12167,1.12049
1210,2019-06-17T07:00:00.000000000Z,1.1213,1.12102,1.12135,1.12039
1211,2019-06-17T08:00:00.000000000Z,1.12141,1.12132,1.12186,1.12132
1212,2019-06-17T09:00:00.000000000Z,1.12118,1.12139,1.12172,1.12108
1213,2019-06-17T10:00:00.000000000Z,1.12196,1.12116,1.12198,1.12108
1214,2019-06-17T11:00:00.000000000Z,1.12295,1.12198,1.12308,1.12156
1215,2019-06-17T12:00:00.000000000Z,1.12368,1.12297,1.1247,1.12297
1216,2019-06-17T13:00:00.000000000Z,1.12386,1.12366,1.1242,1.12349
1217,2019-06-17T14:00:00.000000000Z,1.12238,1.12388,1.12438,1.12208
1218,2019-06-17T15:00:00.000000000Z,1.12344,1.12235,1.12359,1.12224
1219,2019-06-17T16:00:00.000000000Z,1.12264,1.12346,1.1238,1.12264
1220,2019-06-17T17:00:00.000000000Z,1.1219,1.12266,1.12281,1.12186
1221,2019-06-17T18:00:00.000000000Z,1.12172,1.12193,1.12216,1.1214
1222,2019-06-17T19:00:00.000000000Z,1.12164,1.12169,1.12197,1.1215
1223,2019-06-17T20:00:00.000000000Z,1.1218,1.12161,1.12196,1.12154
1224,2019-06-17T21:00:00.000000000Z,1.12214,1.12186,1.12216,1.12186
1225,2019-06-17T22:00:00.000000000Z,1.12214,1.12216,1.12235,1.12207
1226,2019-06-17T23:00:00.000000000Z,1.12244,1.12216,1.12249,1.1221
1227,2019-06-18T00:00:00.000000000Z,1.12252,1.12242,1.12262,1.1222
1228,2019-06-18T01:00:00.000000000Z,1.12308,1.12254,1.12309,1.12249
1229,2019-06-18T02:00:00.000000000Z,1.1232,1.12306,1.12342,1.12305
1230,2019-06-18T03:00:00.000000000Z,1.12303,1.12318,1.1233,1.12303
1231,2019-06-18T04:00:00.000000000Z,1.12334,1.12301,1.12336,1.12298
1232,2019-06-18T05:00:00.000000000Z,1.12366,1.12331,1.12395,1.12322
1233,2019-06-18T06:00:00.000000000Z,1.12364,1.12364,1.12382,1.12306
1234,2019-06-18T07:00:00.000000000Z,1.12376,1.12362,1.12428,1.1236
1235,2019-06-18T08:00:00.000000000Z,1.11905,1.12378,1.12378,1.11883
1236,2019-06-18T09:00:00.000000000Z,1.11852,1.11903,1.11908,1.11816
1237,2019-06-18T10:00:00.000000000Z,1.12026,1.11849,1.12102,1.11831
1238,2019-06-18T11:00:00.000000000Z,1.1196,1.1203,1.12044,1.11866
1239,2019-06-18T12:00:00.000000000Z,1.11986,1.11957,1.1208,1.11852
1240,2019-06-18T13:00:00.000000000Z,1.11988,1.11988,1.12058,1.11956
1241,2019-06-18T14:00:00.000000000Z,1.11863,1.11984,1.11984,1.11822
1242,2019-06-18T15:00:00.000000000Z,1.11958,1.11861,1.12129,1.1183
1243,2019-06-18T16:00:00.000000000Z,1.12012,1.1196,1.12012,1.11943
1244,2019-06-18T17:00:00.000000000Z,1.11948,1.12014,1.12044,1.11906
1245,2019-06-18T18:00:00.000000000Z,1.11942,1.11952,1.11968,1.11934
1246,2019-06-18T19:00:00.000000000Z,1.11944,1.11944,1.11986,1.1193
1247,2019-06-18T20:00:00.000000000Z,1.11942,1.11942,1.11992,1.11936
1248,2019-06-18T21:00:00.000000000Z,1.11946,1.11936,1.1197,1.11936
1249,2019-06-18T22:00:00.000000000Z,1.11952,1.11944,1.11962,1.11944
1250,2019-06-18T23:00:00.000000000Z,1.11979,1.11954,1.11979,1.11952
1251,2019-06-19T00:00:00.000000000Z,1.12005,1.11982,1.12023,1.11967
1252,2019-06-19T01:00:00.000000000Z,1.11954,1.12003,1.1201,1.11934
1253,2019-06-19T02:00:00.000000000Z,1.1193,1.11957,1.11969,1.11918
1254,2019-06-19T03:00:00.000000000Z,1.11934,1.11932,1.11937,1.11909
1255,2019-06-19T04:00:00.000000000Z,1.11883,1.11937,1.11942,1.11873
1256,2019-06-19T05:00:00.000000000Z,1.11924,1.11885,1.11939,1.11878
1257,2019-06-19T06:00:00.000000000Z,1.11959,1.11926,1.11966,1.11914
1258,2019-06-19T07:00:00.000000000Z,1.12005,1.11962,1.12008,1.11893
1259,2019-06-19T08:00:00.000000000Z,1.12003,1.12003,1.1206,1.11976
1260,2019-06-19T09:00:00.000000000Z,1.1203,1.12,1.12063,1.11974
1261,2019-06-19T10:00:00.000000000Z,1.1207,1.12028,1.12074,1.1201
1262,2019-06-19T11:00:00.000000000Z,1.12033,1.12072,1.1208,1.12025
1263,2019-06-19T12:00:00.000000000Z,1.12052,1.1203,1.12072,1.1201
1264,2019-06-19T13:00:00.000000000Z,1.12042,1.1205,1.12083,1.12024
1265,2019-06-19T14:00:00.000000000Z,1.12164,1.12044,1.12168,1.12012
1266,2019-06-19T15:00:00.000000000Z,1.12134,1.12162,1.12202,1.12134
1267,2019-06-19T16:00:00.000000000Z,1.12152,1.12132,1.12158,1.12049
1268,2019-06-19T17:00:00.000000000Z,1.12192,1.12155,1.12222,1.1213
1269,2019-06-19T18:00:00.000000000Z,1.12464,1.12183,1.1254,1.12183
1270,2019-06-19T19:00:00.000000000Z,1.12288,1.12462,1.12475,1.12203
1271,2019-06-19T20:00:00.000000000Z,1.12262,1.12286,1.12316,1.12259
1272,2019-06-19T21:00:00.000000000Z,1.12294,1.12264,1.12307,1.12264
1273,2019-06-19T22:00:00.000000000Z,1.12358,1.12297,1.12361,1.12295
1274,2019-06-19T23:00:00.000000000Z,1.12358,1.12356,1.12382,1.12347
1275,2019-06-20T00:00:00.000000000Z,1.12576,1.12356,1.12581,1.12353
1276,2019-06-20T01:00:00.000000000Z,1.12634,1.12578,1.12662,1.12558
1277,2019-06-20T02:00:00.000000000Z,1.12674,1.12632,1.12692,1.12572
1278,2019-06-20T03:00:00.000000000Z,1.12713,1.12672,1.1273,1.12648
1279,2019-06-20T04:00:00.000000000Z,1.12618,1.1271,1.12724,1.12618
1280,2019-06-20T05:00:00.000000000Z,1.12658,1.12616,1.12693,1.12602
1281,2019-06-20T06:00:00.000000000Z,1.12756,1.1266,1.12842,1.12654
1282,2019-06-20T07:00:00.000000000Z,1.12978,1.12758,1.12982,1.12692
1283,2019-06-20T08:00:00.000000000Z,1.12896,1.12976,1.13014,1.1282
1284,2019-06-20T09:00:00.000000000Z,1.13048,1.12899,1.13054,1.12862
1285,2019-06-20T10:00:00.000000000Z,1.1303,1.13046,1.13062,1.12973
1286,2019-06-20T11:00:00.000000000Z,1.13105,1.13028,1.13155,1.12994
1287,2019-06-20T12:00:00.000000000Z,1.13026,1.13103,1.13174,1.12941
1288,2019-06-20T13:00:00.000000000Z,1.12958,1.13023,1.13053,1.12934
1289,2019-06-20T14:00:00.000000000Z,1.12887,1.12956,1.13076,1.12856
1290,2019-06-20T15:00:00.000000000Z,1.12832,1.1289,1.12939,1.12708
1291,2019-06-20T16:00:00.000000000Z,1.12926,1.1283,1.12978,1.12816
1292,2019-06-20T17:00:00.000000000Z,1.12952,1.12924,1.1297,1.12872
1293,2019-06-20T18:00:00.000000000Z,1.1293,1.12949,1.12976,1.12868
